Date,Price
2024-05-27 19:59:44,68432.6
2024-05-27 20:00:46,68479.7
2024-05-27 20:01:47,68446.6
2024-05-27 20:02:49,68455.8
2024-05-27 20:03:51,68436.4
2024-05-27 20:04:53,68397.6
2024-05-27 20:05:54,68400.1
2024-05-27 20:06:56,68422.2
2024-05-27 20:07:59,68427.8
2024-05-27 20:09:00,68433.9
2024-05-27 20:10:02,68443.9
2024-05-27 20:11:04,68435.7
2024-05-27 20:12:06,68436.9
2024-05-27 20:13:07,68430.4
2024-05-27 20:14:09,68392.6
2024-05-27 20:15:10,68430.5
2024-05-27 20:16:12,68433.4
2024-05-27 20:17:14,68458.2
2024-05-27 20:18:16,68465.7
2024-05-27 20:19:18,68457.4
2024-05-27 20:20:20,68460.5
2024-05-27 20:21:21,68454.3
2024-05-27 20:22:23,68468
2024-05-27 20:23:25,68445
2024-05-27 20:24:27,68436.5
2024-05-27 20:25:28,68462.5
2024-05-27 20:26:30,68479
2024-05-27 20:27:31,68494.5
2024-05-27 20:28:34,68474.5
2024-05-27 20:29:36,68501.8
2024-05-27 20:30:38,68564
2024-05-27 20:31:40,68554.3
2024-05-27 20:32:42,68555.2
2024-05-27 20:33:43,68549.9
2024-05-27 20:34:45,68596.3
2024-05-27 20:35:47,68534.2
2024-05-27 20:36:49,68560.9
2024-05-27 20:37:50,68585.2
2024-05-27 20:38:53,68587
2024-05-27 20:39:54,68579.9
2024-05-27 20:40:56,68586
2024-05-27 20:41:58,68545.7
2024-05-27 20:42:59,68577.3
2024-05-27 20:44:01,68600
2024-05-27 20:45:03,68622.3
2024-05-27 20:46:04,68607.9
2024-05-27 20:47:06,68577.8
2024-05-27 20:48:08,68602.8
2024-05-27 20:49:11,68599.9
2024-05-27 20:50:12,68596
2024-05-27 20:51:14,68605.5
2024-05-27 20:52:16,68596.8
2024-05-27 20:53:17,68599.9
2024-05-27 20:54:19,68596.7
2024-05-27 20:55:21,68614.9
2024-05-27 20:56:22,68589.1
2024-05-27 20:57:24,68588.8
2024-05-27 20:58:26,68637.8
2024-05-27 20:59:29,68616.5
2024-05-27 21:00:30,68645.3
2024-05-27 21:01:32,68623.9
2024-05-27 21:02:33,68628.2
2024-05-27 21:03:35,68633.1
2024-05-27 21:04:37,68616
2024-05-27 21:05:39,68630.7
2024-05-27 21:06:40,68657.5
2024-05-27 21:07:42,68686.1
2024-05-27 21:08:44,68759.8
2024-05-27 21:09:47,68744.9
2024-05-27 21:10:49,68759.4
2024-05-27 21:11:51,68798.8
2024-05-27 21:12:52,68800
2024-05-27 21:13:54,68771.2
2024-05-27 21:14:56,68856
2024-05-27 21:15:58,68901.3
2024-05-27 21:17:00,68971.6
2024-05-27 21:18:01,69044.9
2024-05-27 21:19:03,68951.3
2024-05-27 21:20:06,68952.8
2024-05-27 21:21:07,68908.4
2024-05-27 21:22:09,68862.1
2024-05-27 21:23:11,68855.9
2024-05-27 21:24:12,68846.8
2024-05-27 21:25:14,68811.6
2024-05-27 21:26:15,68794.3
2024-05-27 21:27:17,68829.9
2024-05-27 21:28:19,68836.6
2024-05-27 21:29:20,68818.3
2024-05-27 21:30:23,68837.2
2024-05-27 21:31:25,68744.4
2024-05-27 21:32:26,68759.8
2024-05-27 21:33:28,68725.4
2024-05-27 21:34:30,68724.7
2024-05-27 21:35:32,68747.9
2024-05-27 21:36:33,68818.8
2024-05-27 21:37:35,68827.6
2024-05-27 21:38:37,68825.2
2024-05-27 21:39:39,68857.2
2024-05-27 21:40:44,68890
2024-05-27 21:41:45,68852.5
2024-05-27 21:42:47,68876.6
2024-05-27 21:43:49,68875.9
2024-05-27 21:44:50,68900
2024-05-27 21:45:52,68897.5
2024-05-27 21:46:53,68909.1
2024-05-27 21:47:55,68902.8
2024-05-27 21:48:57,68967
2024-05-27 21:49:59,68937.2
2024-05-27 21:51:02,68950.2
2024-05-27 21:52:04,68984.5
2024-05-27 21:53:05,68995.5
2024-05-27 21:54:07,69027.9
2024-05-27 21:55:09,69009.9
2024-05-27 21:56:10,68983.2
2024-05-27 21:57:11,68959.8
2024-05-27 21:58:13,68922.3
2024-05-27 21:59:14,68941.4
2024-05-27 22:00:16,68949.9
2024-05-27 22:01:19,68975.8
2024-05-27 22:02:21,68988
2024-05-27 22:03:23,68988
2024-05-27 22:04:24,68976.5
2024-05-27 22:05:26,68960.2
2024-05-27 22:06:28,68852.7
2024-05-27 22:07:30,68860
2024-05-27 22:08:31,68877.6
2024-05-27 22:09:48,68920.5
2024-05-27 22:10:50,68947.4
2024-05-27 22:12:06,68951
2024-05-27 22:13:08,68989.6
2024-05-27 22:14:09,68983.8
2024-05-27 22:15:11,68974.9
2024-05-27 22:16:13,69023.8
2024-05-27 22:17:14,69017.4
2024-05-27 22:18:16,69015.9
2024-05-27 22:19:17,69019.8
2024-05-27 22:20:19,69015.4
2024-05-27 22:21:21,69116.4
2024-05-27 22:22:24,69198.3
2024-05-27 22:23:25,69138
2024-05-27 22:24:27,69104.1
2024-05-27 22:25:29,69063.2
2024-05-27 22:26:30,69067.1
2024-05-27 22:27:32,69081.8
2024-05-27 22:28:34,69063.1
2024-05-27 22:29:35,69069.6
2024-05-27 22:30:37,69103.7
2024-05-27 22:31:39,69115
2024-05-27 22:32:42,69099.9
2024-05-27 22:33:44,69104.1
2024-05-27 22:34:45,69158.8
2024-05-27 22:35:47,69226
2024-05-27 22:36:49,69299.5
2024-05-27 22:37:50,69254.4
2024-05-27 22:38:52,69197.4
2024-05-27 22:39:54,69205.8
2024-05-27 22:40:55,69116.9
2024-05-27 22:41:57,69145.4
2024-05-27 22:42:59,69147.9
2024-05-27 22:44:01,69149.9
2024-05-27 22:45:03,69162.9
2024-05-27 22:46:04,69138.2
2024-05-27 22:47:06,69107.5
2024-05-27 22:48:08,69142.2
2024-05-27 22:49:09,69141.6
2024-05-27 22:50:11,69172.5
2024-05-27 22:51:13,69176.8
2024-05-27 22:52:15,69231.4
2024-05-27 22:53:17,69300
2024-05-27 22:54:18,69480
2024-05-27 22:55:19,69523.4
2024-05-27 22:56:20,69491.9
2024-05-27 22:57:21,69458.6
2024-05-27 22:58:23,69500
2024-05-27 22:59:24,69507.1
2024-05-27 23:00:25,69594.2
2024-05-27 23:01:26,69685.5
2024-05-27 23:02:27,69741.9
2024-05-27 23:03:29,69699.1
2024-05-27 23:04:30,69678.3
2024-05-27 23:05:31,69749.7
2024-05-27 23:06:32,69769.7
2024-05-27 23:07:33,69789.8
2024-05-27 23:08:34,69799.7
2024-05-27 23:09:35,69840.5
2024-05-27 23:10:36,69821.1
2024-05-27 23:11:37,69850
2024-05-27 23:12:38,69877.3
2024-05-27 23:13:40,69896.9
2024-05-27 23:14:41,69890.8
2024-05-27 23:15:43,69932.1
2024-05-27 23:16:44,69963.8
2024-05-27 23:17:45,70000
2024-05-27 23:18:46,69964.1
2024-05-27 23:19:47,70022.1
2024-05-27 23:20:48,70043.5
2024-05-27 23:21:49,70045.9
2024-05-27 23:22:50,69960.5
2024-05-27 23:23:52,69913.8
2024-05-27 23:25:04,69827.2
2024-05-27 23:26:05,69872
2024-05-27 23:27:06,69846.7
2024-05-27 23:28:07,69835
2024-05-27 23:29:08,69794.5
2024-05-27 23:30:09,69834.9
2024-05-27 23:31:10,69918.8
2024-05-27 23:32:11,69916
2024-05-27 23:33:12,70017.5
2024-05-27 23:34:15,70086.9
2024-05-27 23:35:16,70138.8
2024-05-27 23:36:17,70302.8
2024-05-27 23:37:18,70376.4
2024-05-27 23:38:19,70369.1
2024-05-27 23:39:20,70395.8
2024-05-27 23:40:22,70408.5
2024-05-27 23:41:23,70437.6
2024-05-27 23:42:25,70375.1
2024-05-27 23:43:28,70313.2
2024-05-27 23:44:32,70351.3
2024-05-27 23:45:33,70450.2
2024-05-27 23:46:36,70505.2
2024-05-27 23:47:37,70450.9
2024-05-27 23:48:38,70381.1
2024-05-27 23:49:42,70353.4
2024-05-27 23:50:45,70285
2024-05-27 23:51:50,70259.6
2024-05-27 23:53:02,70286.9
2024-05-27 23:54:03,70323.5
2024-05-27 23:55:06,70340.8
2024-05-27 23:56:07,70434.3
2024-05-27 23:57:08,70390
2024-05-27 23:58:09,70383.1
2024-05-27 23:59:10,70400
